id,name,lat,lon,cuisine,avg_rating,prep_capacity,manager_contact
3756,Cloud Bowl,12.974548,77.578656,Beverages,4.0,8,+91-945500468
3757,Madras Bowl,12.977313,77.589824,South Indian,4.9,6,+91-772733114
3758,Spice Junction,12.977737,77.595052,Italian,,15,+91-953309122
3759,Daily Hub,12.985455,77.595876,Fast Food,4.1,15,+91-930944246
3760,Urban Bistro,12.972338,77.580946,South Indian,3.4,6,
3761,Namma Diner,12.963793,77.603181,Healthy Bowls,3.8,10,+91-813373997
3762,Hot Kitchen,12.975495,77.608904,Bakery & Desserts,3.6,6,+91-798150417
3763,Curry Express,12.983553,77.606677,Bakery & Desserts,3.1,20,+91-815381194
3764,Daily Plate,12.971,77.598488,Italian,4.7,10,+91-735610259
3765,Garden Eats,12.97545,77.598495,Italian,4.5,20,+91-788682261
3766,Namma Box,12.973051,77.585785,Biryani,4.3,12,+91-791160751
3767,Wok Bowl,12.956171,77.592021,South Indian,4.3,8,+91-776321150
3768,Royal Plate,12.986248,77.590156,Italian,3.2,15,+91-738610411
3769,Royal Box,12.976117,77.604753,Bakery & Desserts,4.1,10,+91-716789748
3770,Daily Kitchen,12.96016,77.604284,North Indian,3.9,8,+91-799969524
3771,Bombay Kitchen,12.984888,77.606387,North Indian,4.1,8,
3772,Urban Treats,12.976389,77.592098,North Indian,3.3,10,+91-984663795
3773,Garden Hub,12.970565,77.597017,Chinese,4.7,10,+91-934023087
3774,Fresh Cafe,12.968247,77.5951,Biryani,3.0,8,+91-776035050
3775,Bombay Bowl,12.959888,77.599603,Beverages,4.3,8,+91-825440655
3776,Cloud Corner,12.974599,77.596664,Biryani,4.0,20,+91-737180163
3777,Fresh Box,12.973292,77.578803,Chinese,3.7,15,+91-999357300
3778,Spice Hub,12.975957,77.595494,Beverages,,15,+91-725916462
3779,Urban Hub,12.98089,77.608606,Continental,3.1,4,+91-760101486
3780,Urban Treats,12.968856,77.60904,Bakery & Desserts,4.3,150,+91-946281375
3781,Daily House,12.963107,77.610434,North Indian,3.6,8,+91-866271214
3782,Garden Box,12.982613,77.605672,Bakery & Desserts,3.8,6,+91-821219138
3783,Madras Diner,12.980064,77.589402,Biryani,4.5,20,
3784,Madras Bistro,12.980669,77.607118,Chinese,4.3,0,+91-960359473
3785,Garden Eats,12.986025,77.589301,Beverages,4.6,4,+91-982903355
3786,Hot Diner,12.974685,77.60903,South Indian,4.5,6,+91-760711682
3787,Bombay House,12.959166,77.606365,North Indian,3.1,12,+91-954514736
3788,Urban Cafe,12.974038,77.587214,Healthy Bowls,4.2,10,
3789,Bombay Kitchen,12.974008,77.587723,Healthy Bowls,3.6,4,+91-929960753
3790,Namma Bites,12.960386,77.60621,North Indian,4.4,12,+91-782364636
3791,Green Bistro,12.97187,77.594752,Italian,4.1,12,+91-969994192
3792,Tandoor Plate,12.987168,77.608059,Italian,,20,+91-844540056
3793,Royal Kitchen,12.97122,77.589254,South Indian,3.2,20,+91-998297516
3794,Madras Cafe,12.958411,77.605329,Continental,3.4,12,+91-851417633
3795,Garden Bistro,12.985622,77.599162,South Indian,3.7,10,+91-732504363
3796,Cloud House,12.976845,77.603644,Biryani,3.7,6,+91-997732974
3797,Urban Diner,12.98215,77.580608,South Indian,3.6,12,+91-716463786
3798,Green Treats,12.965324,77.602077,Fast Food,,8,+91-739895506
3799,Bombay Diner,12.975319,77.607649,Healthy Bowls,4.9,15,+91-968252505
3800,Spice Kitchen,12.980867,77.595717,Healthy Bowls,4.9,15,+91-949124853
3801,Wok Hub,12.965466,77.581183,Bakery & Desserts,3.6,4,+91-747353601
3802,Wok Eats,12.960822,77.578663,Beverages,,4,+91-730612766
3803,Green Treats,12.964564,77.600307,Beverages,4.2,15,+91-914493851
3804,Royal House,12.962975,77.584913,Continental,3.0,8,+91-951623014
3805,Bombay Junction,12.975145,77.598877,Fast Food,3.0,8,+91-934313502
3806,Fresh Kitchen,12.987453,77.581009,South Indian,,20,+91-727970818
3807,Daily Cafe,12.987066,77.592778,Beverages,,8,+91-733126169
3808,Royal Plate,12.963113,77.599679,Biryani,4.3,8,+91-710561516
3809,Garden Bowl,12.95935,77.588627,Beverages,3.4,4,+91-993559171
3810,Royal Bistro,12.973061,77.607173,Italian,4.8,10,+91-842509316
3811,Tandoor Eats,12.959357,77.588828,Biryani,4.9,6,+91-937449718
3812,Bombay Bistro,12.973806,77.604126,Healthy Bowls,3.5,150,+91-812550813
3813,Garden Plate,12.955994,77.601303,Biryani,4.3,4,+91-749272910
3814,Namma Express,12.956933,77.606053,Continental,3.6,8,+91-770640557
3815,Daily Express,12.956346,77.592289,Biryani,4.8,150,+91-727848125
3816,Tandoor Bistro,12.982045,77.582948,Italian,4.2,10,
3817,Tandoor Hub,12.958299,77.584935,Beverages,4.9,6,+91-869569631
3818,Madras Eats,12.970858,77.589399,Continental,4.2,6,+91-788899993
3819,Spice Eats,12.972788,77.578853,Biryani,3.2,12,+91-730137388
3820,Cloud Eats,12.976551,77.603451,Healthy Bowls,4.5,10,+91-775326548
3821,Daily Corner,12.980947,77.591045,Biryani,4.1,10,
3822,Daily Corner,12.986471,77.599618,Bakery & Desserts,4.2,20,+91-826377771
3823,Urban Diner,12.96231,77.58042,Bakery & Desserts,,15,+91-790372883
3824,Madras Hub,12.964016,77.580976,Continental,4.3,12,+91-760695709
3825,Bombay Diner,12.956071,77.600809,Biryani,4.5,4,+91-711673273
3826,Cloud Hub,12.967129,77.597752,Bakery & Desserts,3.5,4,+91-938757141
3827,Namma Treats,12.965811,77.596108,Healthy Bowls,4.5,15,+91-761485853
3828,Urban Box,12.980001,77.595409,North Indian,3.4,15,+91-942814461
3829,Spice Diner,12.980559,77.591848,Biryani,4.2,8,+91-828029570
3830,Tandoor Junction,12.980546,77.605493,Beverages,4.6,6,+91-988831407
3831,Spice Bistro,12.95803,77.608112,Fast Food,4.7,15,+91-775526715
3832,Namma Plate,12.966142,77.603283,Fast Food,4.0,12,+91-773421110
3833,Urban Plate,12.964537,77.583916,Italian,3.1,10,+91-939152559
3834,Urban Express,12.957432,77.600553,South Indian,3.0,20,+91-976294163
3835,Namma House,12.982993,77.595428,South Indian,4.1,0,+91-825616039
3836,Bombay Express,12.967794,77.582769,Bakery & Desserts,4.7,0,+91-915707233
3837,Urban Cafe,12.956195,77.607364,Healthy Bowls,3.2,8,+91-936168209
3838,Curry Hub,12.972983,77.579176,Beverages,3.2,20,+91-990094981
3839,Wok Bistro,12.965576,77.580992,Fast Food,3.6,20,
3840,Bombay Express,12.970494,77.58317,North Indian,3.4,4,+91-837474003
3841,Royal Bites,12.977677,77.606997,Italian,3.6,4,+91-819158341
3842,Fresh Corner,12.956741,77.605579,Bakery & Desserts,3.8,4,
3843,Curry Bites,12.978935,77.589414,Chinese,,10,+91-730109801
3844,Green House,12.964989,77.578604,Italian,4.1,10,+91-961525016
3845,Royal Cafe,12.962809,77.60997,Fast Food,4.1,12,+91-984171486
3846,Cloud Junction,12.96515,77.591139,Beverages,3.0,8,
3847,Garden Bistro,12.968123,77.578774,North Indian,3.3,15,+91-748984039
3848,Cloud Express,12.968032,77.602372,North Indian,3.0,15,+91-922740257
3849,Fresh Diner,12.96761,77.589738,Continental,2.8,0,+91-856849992
3850,Urban Box,12.956635,77.609609,Healthy Bowls,3.6,10,
3851,Cloud Express,12.96844,77.606933,Chinese,4.7,15,+91-767885778
3852,Hot Eats,12.966665,77.595814,Continental,4.1,150,+91-775252874
3853,Curry Junction,12.958171,77.579556,Biryani,3.8,20,+91-772950174
3854,Wok Cafe,12.95928,77.60762,Fast Food,2.9,8,
3855,Tandoor Hub,12.973518,77.58023,Healthy Bowls,4.9,15,+91-867005667
3856,Daily Cafe,12.984761,77.586737,Chinese,3.2,15,+91-779888222
3857,Spice Hub,12.985693,77.586954,Continental,4.3,15,+91-810809415
3858,Spice Bistro,12.96967,77.582195,Bakery & Desserts,,6,+91-998683286
3859,Hot House,12.976669,77.584623,Beverages,4.9,0,+91-819296436
3860,Spice House,12.971337,77.587109,Bakery & Desserts,4.9,12,+91-984317635
3861,Curry Bites,12.959236,77.584614,Healthy Bowls,4.1,0,+91-731962633
3862,Cloud Bowl,12.981243,77.592145,Bakery & Desserts,3.1,4,+91-864867296
3863,Madras Corner,12.982375,77.610599,Beverages,3.5,6,+91-817780433
3864,Garden Box,12.97943,77.581088,Fast Food,4.9,12,+91-987862790
3865,Madras House,12.974126,77.58406,North Indian,3.5,8,+91-730552542
3866,Spice Bites,12.965915,77.589274,Chinese,4.2,15,+91-982037685
3867,Garden Treats,12.980002,77.58251,Continental,,8,+91-955481326
3868,Bombay Bites,12.961832,77.609664,North Indian,3.9,20,+91-924039638
3869,Bombay Bistro,12.979204,77.598995,Bakery & Desserts,4.3,20,
3870,Bombay Box,12.956156,77.579006,South Indian,2.9,8,+91-856754707
3871,Garden Junction,12.985559,77.587475,Healthy Bowls,4.9,8,+91-984129056
3872,Daily Plate,12.976193,77.586462,Biryani,3.6,10,+91-731944468
3873,Madras Bites,12.973622,77.584362,Chinese,3.3,8,
3874,Urban Treats,12.977244,77.59891,North Indian,3.7,8,+91-818441128
3875,Spice Box,12.977527,77.588462,Beverages,4.2,6,+91-883458659
3876,Madras Kitchen,12.958347,77.598858,Biryani,4.1,12,+91-834975977
3877,Curry Cafe,12.983302,77.592288,Fast Food,3.3,6,+91-745271577
3878,Royal Eats,12.961769,77.581002,Beverages,4.5,15,
3879,Madras Box,12.979294,77.587782,Chinese,,6,+91-956145337
3880,Royal Box,12.965585,77.587578,Biryani,3.7,8,+91-723114809
3881,Royal Treats,12.98051,77.594979,Chinese,3.3,200,+91-916086426
3882,Royal Cafe,12.959586,77.596104,Continental,4.7,10,+91-945514329
3883,Fresh Kitchen,12.984306,77.594864,Chinese,4.8,20,+91-818804950
3884,Madras Kitchen,12.970553,77.586994,Continental,4.4,10,+91-722574690
3885,Wok Express,12.972121,77.58468,Chinese,3.2,15,
3886,Cloud Diner,12.962935,77.603439,Italian,3.0,4,+91-974059068
3887,Madras Diner,12.961923,77.600694,South Indian,3.3,15,+91-775415337
3888,Urban Diner,12.981515,77.60359,South Indian,4.7,15,+91-914587333
3889,Madras Cafe,12.985441,77.581428,South Indian,4.2,6,+91-771079355
3890,Bombay Corner,12.968517,77.583545,Healthy Bowls,3.8,10,+91-910510117
3891,Fresh House,12.966432,77.579569,Bakery & Desserts,3.0,12,+91-990763816
3892,Cloud Treats,12.97634,77.589126,Italian,4.9,20,+91-970134699
3893,Green Junction,12.97628,77.595141,Healthy Bowls,4.0,6,+91-942611150
3894,Spice Cafe,12.985886,77.603441,Chinese,4.5,10,+91-731379674
3895,Hot Junction,12.962998,77.580264,Beverages,2.9,12,+91-820396516
3896,Spice Corner,12.98276,77.596564,Fast Food,4.9,20,+91-827201397
3897,Namma Bowl,12.964719,77.592886,Bakery & Desserts,4.5,12,+91-839711141
3898,Bombay Cafe,12.981295,77.582758,Bakery & Desserts,,10,+91-754536775
3899,Madras Diner,12.9761,77.601189,Healthy Bowls,2.9,8,+91-783656035
3900,Wok Junction,12.963632,77.585618,Bakery & Desserts,3.3,6,+91-978075420
3901,Bombay Cafe,12.964315,77.585686,Beverages,4.7,8,+91-877793572
3902,Cloud Box,12.963079,77.580959,Continental,3.2,8,+91-993143612
3903,Green Express,12.983974,77.590675,Fast Food,2.8,8,+91-926178913
3904,Tandoor Treats,12.987155,77.604584,Biryani,4.0,12,+91-710452009
3905,Madras Bites,12.986401,77.592621,Chinese,2.8,20,+91-950804903
3906,Cloud Express,12.962444,77.586775,Bakery & Desserts,4.5,4,+91-912037384
3907,Urban Treats,12.972368,77.603454,Healthy Bowls,4.9,20,+91-737732716
3908,Fresh Corner,12.977309,77.586117,North Indian,3.8,8,+91-964161408
3909,Royal Cafe,12.967551,77.590262,Fast Food,3.2,6,+91-776492787
3910,Daily Bowl,12.977028,77.602743,Bakery & Desserts,,8,+91-748097542
3911,Spice Bistro,12.959306,77.596912,North Indian,4.7,20,+91-998582540
3912,Bombay Junction,12.966572,77.61007,Bakery & Desserts,,15,+91-772145839
3913,Urban Corner,12.978076,77.581525,Italian,4.2,20,+91-854613944
3914,Madras Bistro,12.982703,77.590182,North Indian,3.2,20,+91-980449660
3915,Green Treats,12.97309,77.604612,Healthy Bowls,4.0,10,+91-725477315
3916,Namma Diner,12.972045,77.60285,North Indian,3.4,4,+91-769715139
3917,Daily Plate,12.963923,77.58197,Bakery & Desserts,4.0,6,+91-997906529
3918,Wok Kitchen,12.979357,77.598034,Healthy Bowls,3.4,6,+91-946866651
3919,Royal Eats,12.987396,77.601415,Beverages,4.1,4,+91-775110832
3920,Madras Hub,12.959796,77.586585,Italian,3.5,20,+91-759699449
3921,Green House,12.959093,77.6038,Italian,3.8,10,+91-796404090
3922,Tandoor Corner,12.962055,77.582716,Healthy Bowls,3.3,4,+91-888198069
3923,Spice Eats,12.987018,77.60449,Healthy Bowls,3.4,4,+91-747289758
3924,Wok Plate,12.984469,77.585108,Continental,4.6,10,
3925,Green Bistro,12.977203,77.59098,Continental,4.6,12,+91-774280797
3926,Wok House,12.972183,77.586022,Fast Food,4.3,8,+91-891860033
3927,Green Corner,12.957294,77.587606,Beverages,3.8,10,+91-974481256
3928,Fresh Bowl,12.973543,77.58064,Fast Food,4.2,12,+91-992361799
3929,Green Junction,12.963462,77.582565,North Indian,3.9,12,+91-790306501
3930,Wok Kitchen,12.975098,77.582285,Continental,3.6,200,+91-935687866
3931,Curry Eats,12.974023,77.600115,Healthy Bowls,4.9,10,+91-850866763
3932,Garden Bites,12.980342,77.604517,South Indian,3.8,10,+91-769007642
3933,Madras House,12.979114,77.605827,Bakery & Desserts,4.5,20,+91-911389244
3934,Daily Junction,12.985631,77.583157,Chinese,4.5,12,+91-859159578
3935,Bombay Cafe,12.981493,77.587458,North Indian,3.3,8,+91-885584161
3936,Tandoor House,12.976395,77.587792,Beverages,2.9,12,+91-792643616
3937,Namma Express,12.963585,77.586749,Continental,,4,+91-843030347
3938,Green Hub,12.983072,77.588883,Biryani,3.7,10,
3939,Urban Bistro,12.961021,77.585591,Biryani,3.4,8,+91-853896468
3940,Daily Express,12.972049,77.587141,Beverages,3.7,20,+91-786587111
3941,Curry Bites,12.979368,77.584915,Italian,3.7,20,
3942,Royal Cafe,12.973245,77.586808,Bakery & Desserts,3.0,20,+91-758855153
3943,Urban Kitchen,12.957298,77.591861,Italian,,8,+91-842980492
3944,Royal Eats,12.976988,77.59903,Chinese,4.1,10,+91-818529220
3945,Spice Bites,12.959679,77.599691,Continental,4.9,10,+91-920217473
3946,Daily Diner,12.983526,77.60879,Healthy Bowls,4.9,12,+91-838456871
3947,Green Eats,12.966469,77.60469,Chinese,4.3,20,+91-896774369
3948,Namma House,12.955675,77.600794,Italian,4.9,8,+91-942865053
3949,Spice Cafe,12.979247,77.586834,Fast Food,3.9,15,+91-999909315
3950,Cloud Box,12.963934,77.602863,Biryani,3.7,8,+91-794199359
3951,Fresh Bistro,12.97623,77.582077,Biryani,3.8,15,+91-925949543
3952,Green Bites,12.965699,77.587332,Healthy Bowls,3.4,20,+91-812263579
3953,Daily Box,12.957558,77.610274,Italian,3.5,4,+91-835360345
3954,Curry Bistro,12.974219,77.605772,Fast Food,4.4,6,+91-829084167
3955,Royal Bistro,12.956403,77.589186,Biryani,4.8,15,+91-891470109
3956,Royal Plate,12.97153,77.590906,Beverages,3.3,20,+91-837852975
3957,Royal House,12.957892,77.597107,Continental,3.5,10,+91-712030148
3958,Bombay Express,12.977323,77.596708,Continental,3.7,0,+91-790867545
3959,Cloud Hub,12.973599,77.604636,Healthy Bowls,4.2,8,+91-970517081
3960,Madras Express,12.979718,77.589527,Biryani,3.6,0,+91-970063654
3961,Cloud Diner,12.958781,77.595697,Beverages,3.7,8,+91-727737889
3962,Cloud Box,12.956706,77.589525,Chinese,,10,
3963,Fresh Kitchen,12.970407,77.587801,Bakery & Desserts,4.7,8,+91-930004537
3964,Garden Box,12.965132,77.604022,Fast Food,,10,+91-797606853
3965,Urban House,12.975573,77.600125,Chinese,,6,+91-797101749
3966,Daily Hub,12.957904,77.591233,Fast Food,4.7,4,+91-766411157
3967,Spice Cafe,12.964387,77.580721,Healthy Bowls,3.2,8,+91-982975258
3968,Wok Box,12.963535,77.609118,Italian,,4,+91-739689818
3969,Fresh Box,12.961311,77.589177,North Indian,,10,+91-845942449
3970,Madras Kitchen,12.962345,77.579806,Fast Food,4.6,6,+91-861269135
3971,Green Cafe,12.982377,77.586668,South Indian,,4,+91-741795833
3972,Namma Box,12.971326,77.5931,Healthy Bowls,3.3,12,+91-713412435
3973,Fresh Bistro,12.971721,77.586831,Continental,4.3,15,+91-846429883
3974,Madras Plate,12.970478,77.606437,Biryani,3.6,20,+91-740188089
3975,Hot Bowl,12.968351,77.593357,Healthy Bowls,4.7,20,
3976,Daily Treats,12.98673,77.604787,Healthy Bowls,4.1,15,+91-763984424
3977,Spice Diner,12.965664,77.585551,North Indian,4.6,6,+91-733366938
3978,Spice Kitchen,12.956433,77.593416,North Indian,4.8,10,+91-792686780
3979,Hot House,12.969493,77.5879,Bakery & Desserts,3.1,4,
3980,Curry Eats,12.987159,77.585074,Biryani,3.0,20,+91-743312361
3981,Wok Kitchen,12.983298,77.596011,Fast Food,4.8,20,+91-779192314
3982,Urban House,12.978431,77.606777,Chinese,3.9,8,
3983,Daily Cafe,12.98701,77.600405,Beverages,3.0,10,
3984,Garden Hub,12.973669,77.607399,Beverages,4.7,6,+91-874960600
3985,Urban House,12.962063,77.599511,North Indian,2.8,10,+91-851223173
3986,Curry Bowl,12.958827,77.593725,Healthy Bowls,3.7,12,+91-956008784
3987,Wok Junction,12.961117,77.5933,Continental,4.0,15,+91-786845199
3988,Wok Junction,12.967566,77.591017,North Indian,3.1,15,+91-923401476
3989,Wok Treats,12.964081,77.601784,Biryani,4.8,15,
3990,Fresh Treats,12.976212,77.603164,Bakery & Desserts,4.1,6,+91-830259794
3991,Urban Plate,12.966377,77.597512,South Indian,4.8,12,+91-940884026
3992,Green House,12.981339,77.594764,Bakery & Desserts,4.4,15,+91-968305346
3993,Namma House,12.961526,77.602124,Biryani,4.3,10,+91-987267518
3994,Urban Hub,12.972725,77.589843,Continental,4.8,8,+91-880792969
3995,Namma Cafe,12.95756,77.61048,Beverages,4.7,6,+91-822629343
3996,Tandoor House,12.978123,77.59344,Continental,3.4,4,+91-795936983
3997,Curry Plate,12.962033,77.591107,Fast Food,2.9,15,+91-966455296
3998,Fresh Kitchen,12.977105,77.596525,Continental,3.4,20,+91-939963430
3999,Royal Diner,12.958867,77.608189,South Indian,4.4,20,+91-945695547
4000,Fresh Cafe,12.955825,77.604119,Fast Food,4.9,10,+91-863812640
3461,Spice Bowl,12.978352,77.58238,South Indian,2.9,12,+91-796969642
2503,Tandoor Bowl,12.97425,77.58367,Healthy Bowls,,12,+91-773059095
1643,Green Cafe,12.978645,77.609397,Chinese,4.2,8,+91-914661983
2114,Madras Express,12.976875,77.58011,North Indian,4.2,12,
3270,Cloud House,12.957433,77.600718,Beverages,4.3,20,+91-815756988
1357,Curry Cafe,12.970142,77.588302,Italian,3.4,10,+91-827916286
3851,Cloud Express,12.96844,77.606933,Chinese,4.7,15,+91-767885778
3124,Cloud Express,12.977554,77.584105,Chinese,3.3,20,+91-926464887
471,Curry Plate,12.981455,77.606877,Fast Food,2.8,4,+91-992585240
1689,Urban Bistro,12.965437,77.586837,Fast Food,3.6,12,+91-744692423
2428,Fresh Eats,12.982162,77.5871,North Indian,4.8,15,+91-889690750
730,Fresh Kitchen,12.977691,77.592808,North Indian,4.4,6,
273,Fresh Eats,12.98005,77.60893,Bakery & Desserts,4.6,20,+91-758155056
1953,Namma Box,12.977133,77.596733,Chinese,4.0,10,+91-972230124
1519,Urban Eats,12.981304,77.598689,Continental,4.5,6,+91-789923159
296,Green Corner,12.956247,77.604756,Fast Food,4.6,15,
1890,Tandoor Junction,12.978342,77.589616,South Indian,4.6,6,
428,Wok Junction,12.957542,77.596457,Biryani,2.9,12,
1014,Tandoor Diner,12.958089,77.609635,Beverages,3.8,8,+91-861744941
1522,Curry Treats,12.972302,77.602198,Beverages,3.6,4,
2817,Madras Diner,12.962724,77.608318,Beverages,3.7,15,+91-751767062
2692,Daily Kitchen,12.984531,77.595867,Bakery & Desserts,3.5,8,+91-860561023
589,Spice Cafe,12.961033,77.595829,Bakery & Desserts,4.7,0,+91-952481834
2577,Cloud House,12.955788,77.590243,Beverages,4.5,10,+91-828286828
2267,Hot Cafe,12.979872,77.596749,Beverages,4.4,6,+91-899517091
1217,Tandoor Bistro,12.981995,77.594042,Fast Food,3.8,8,+91-735259112
1343,Hot House,12.987,77.589088,Chinese,4.1,20,+91-852723076
1068,Tandoor Box,12.967327,77.599609,Italian,3.2,4,+91-775978338
2632,Spice Cafe,12.97834,77.596766,Healthy Bowls,4.0,10,+91-976690005
1861,Hot House,12.959022,77.600675,Healthy Bowls,4.4,12,
120,Royal Plate,12.958912,77.607372,South Indian,3.2,6,+91-731306555
2916,Royal Hub,12.966585,77.606466,Beverages,4.4,20,+91-889423157
2565,Spice Diner,12.977534,77.579759,Healthy Bowls,3.5,10,+91-962143240
3417,Tandoor Diner,12.982143,77.603425,South Indian,4.2,15,+91-916922216
1340,Namma Diner,12.959891,77.581671,South Indian,3.8,12,+91-714359404
30,Green Bowl,12.960339,77.582678,North Indian,3.2,6,+91-893303777
2563,Fresh Corner,12.978257,77.591182,South Indian,4.1,8,
95,Namma Box,12.958779,77.600542,Biryani,,8,+91-822304198
1452,Bombay Treats,12.978886,77.58922,North Indian,,4,+91-755987219
3300,Daily Bites,12.986297,77.602817,Bakery & Desserts,4.7,12,+91-965709534
3624,Urban Diner,12.974878,77.602231,South Indian,4.7,20,+91-818036728
1801,Daily Eats,12.961158,77.594781,Fast Food,3.9,20,+91-941826980
1065,Madras Eats,12.979555,77.600425,Continental,4.6,4,+91-726237925
2798,Tandoor Plate,12.978634,77.605059,Italian,3.9,8,
1363,Royal Cafe,12.965991,77.606049,Italian,3.8,150,
2905,Garden Cafe,12.975259,77.584653,Continental,3.9,20,+91-921100757
2157,Urban Box,12.984077,77.581857,Italian,2.9,20,+91-829544638
3912,Bombay Junction,12.966572,77.61007,Bakery & Desserts,,15,+91-772145839
179,Royal Junction,12.970159,77.610243,Continental,4.4,20,+91-720988446
1986,Tandoor Bistro,12.9739,77.609901,Fast Food,2.8,6,+91-731926720
1704,Daily Express,12.978955,77.602725,Italian,3.9,6,
1719,Curry Corner,12.977755,77.604727,Fast Food,4.6,0,+91-776987497
1280,Fresh Corner,12.960733,77.59688,Beverages,3.3,10,+91-939573751
2191,Daily Corner,12.960063,77.581616,North Indian,4.5,6,+91-839572055
1883,Bombay Hub,12.971704,77.588978,Chinese,3.1,6,+91-764066476
2121,Curry Bites,12.970727,77.610364,Bakery & Desserts,4.3,6,+91-862855838
1222,Tandoor Bowl,12.969496,77.588964,Healthy Bowls,2.9,8,
472,Royal Bowl,12.987568,77.591849,Continental,3.2,15,+91-850303435
926,Namma House,12.960497,77.606757,Italian,3.8,20,+91-864298766
